year,country_code,country,gold,silver,bronze,medals_total,iso_code,gdp,population,surface_area,log_gdp,log_population,gdp_per_capita,medals_per_million,host_flag
2008,UKR,UKR,10,5,16,31,UKR,188110390659.515,46819175.0,603550.0,25.9602948118102,17.661803399196867,4017.80660721841,0.6621218763466037,0
2008,USA,United States,127,110,80,317,USA,14769857911000.0,304093966.0,9831510.0,30.323609592317236,19.53284731029355,48570.045980458555,1.0424409407715771,0
2008,UZB,UZB,1,2,3,6,UZB,29549438883.8338,27494774.0,444103.0,24.109330591915484,17.129506508213964,1074.7292879670078,0.2182232885420335,0
2008,VEN,VEN,0,0,1,1,VEN,315953388510.678,28053696.0,912050.0,26.478860534940388,17.149630945958656,11262.451425675888,0.03564592701082951,0
2008,VIE,VIE,0,1,0,1,VNM,99130304099.1274,85175788.0,331051.0,25.319701024666603,18.260227773009454,1163.8319577287316,0.0117404255772779,0
2008,ZIM,ZIM,1,3,0,4,ZWE,4418000000.0,12959149.0,390760.0,22.208952941944336,16.377312583152207,340.9174475885724,0.308662243176616,0
2012,AFG,AFG,0,0,1,1,AFG,19907329777.5872,30560034.0,652860.0,23.71435383139184,17.23520363482742,651.4171344700468,0.032722476683108404,0
2012,ARG,ARG,1,15,3,19,ARG,545982375701.128,42161721.0,2780400.0,27.025852533234676,17.55702328204735,12949.717486654019,0.4506457409554036,0
2012,ARM,ARM,0,1,2,3,ARM,10619320682.9474,3024100.0,29740.0,23.085940884890142,14.922124084517868,3511.5639968742435,0.9920306868159122,0
2012,AUS,Australia,18,37,59,114,AUS,1552728401401.58,22733465.0,7741220.0,28.07103475838831,16.939348625917663,68301.44025125867,5.014633712898584,0
2012,AZE,AZE,2,2,6,10,AZE,69679944504.1972,9295784.0,86600.0,24.9671783730523,16.04507152200353,7495.865276580997,1.075756493481346,0
2012,BEL,BEL,0,1,2,3,BEL,498414364944.961,11106932.0,30528.0,26.934697626125015,16.22307997586528,44874.17091821225,0.2701015906102603,0
2012,BLR,BLR,3,12,8,23,BLR,65685890438.8922,9446836.0,207600.0,24.908149981974404,16.061190428592116,6953.215916831011,2.434677599992209,0
2012,BRA,BRA,14,34,11,59,BRA,2465228293706.86,196876111.0,8515770.0,28.533305533214644,19.098085210702852,12521.72384544339,0.2996808485311862,0
2012,BRN,BRN,0,0,1,1,BRN,19048443340.7732,405557.0,5770.0,23.67025122078521,12.913016709859948,46968.597116492136,2.465744642553328,0
2012,BUL,BUL,0,1,1,2,BGR,54297052002.2338,7305888.0,111000.0,24.717735771477575,15.804191156353998,7431.957895088702,0.27375180128685245,0
2012,CAN,CAN,1,21,33,55,CAN,1828366481521.6,34713395.0,15640500.0,28.23444405109945,17.36263619348411,52670.34473354162,1.5844027932157025,0
2012,CHN,CHN,56,40,29,125,CHN,8673664713189.24,1354190000.0,9562911.0,29.791312506362353,21.026469326554942,6405.0574241349,0.09230610180255355,0
2012,COL,COL,1,3,4,8,COL,370691143018.039,45715810.0,1141748.0,26.63863505423077,17.637954747896842,8108.598382442288,0.1749941650383095,0
2012,CRO,CRO,15,4,16,35,HRV,57548115904.416,4260368.0,56590.0,24.775887233166852,15.264866099491112,13507.780526099154,8.215252766897132,0
2012,CUB,CUB,5,3,6,14,CUB,73141000000.0,11303175.0,109880.0,25.01565492198326,16.24059421766825,6470.83673392653,1.2385900421784146,0
2012,CYP,CYP,0,1,0,1,CYP,25047436974.6819,1165397.0,9250.0,23.944037342862643,13.968572359464355,21492.621805858347,0.8580766897460694,0
2012,CZE,CZE,4,4,6,14,CZE,210363223087.728,10510785.0,78870.0,26.072101507321083,16.167912430834612,20014.03540151644,1.3319652147770125,0
2012,DEN,Denmark,3,5,8,16,DNK,326792574244.963,5591572.0,42920.0,26.512591477045465,15.536771022055307,58443.77471039683,2.861449338397145,0
2012,DOM,DOM,1,1,0,2,DOM,60561635555.6383,10070411.0,48670.0,24.826927452904417,16.125112078161767,6013.819650026032,0.19860162609053394,0
2012,EGY,EGY,0,2,0,2,EGY,279116666666.667,93161001.0,1001450.0,26.35489569145879,18.349839747877603,2996.0677072015037,0.021468210716198723,0
2012,ESP,ESP,5,33,25,63,ESP,1330994811670.31,46773055.0,505940.0,27.91694775726504,17.66081784721818,28456.44381514763,1.3469293378420546,0
2012,EST,EST,0,1,1,2,EST,23237406116.3988,1322696.0,45230.0,23.86902914980932,14.09518263589223,17568.213796971337,1.5120632405329721,0
2012,ETH,ETH,3,1,3,7,ETH,43310721414.0829,95798767.0,1136242.9,24.491666049020665,18.37776037229459,452.1010318857538,0.0730698339781346,0
2012,FIN,FIN,0,1,4,5,FIN,257443384492.969,5413971.0,338420.0,26.274065666829397,15.504493392658846,47551.67408413695,0.9235365316881083,0
2012,FRA,France,30,30,22,82,FRA,2683007095787.23,65657659.0,549087.0,28.617959332089832,17.9999648160363,40863.581441233386,1.2489022796259002,0
2012,GAB,GAB,0,1,0,1,GAB,17170464016.0593,1846889.0,267670.0,23.566456536304802,14.42901315992012,9296.965879410891,0.5414510563439384,0
2012,GBR,United Kingdom,48,30,48,126,GBR,2719715961539.83,63711000.0,243610.0,28.631548564879214,17.969867790092547,42688.32637283719,1.9776804633422802,1
2012,GEO,GEO,1,3,3,7,GEO,16894392033.2256,3728874.0,69700.0,23.550247571453387,15.13161686937046,4530.695334094314,1.8772422988816462,0
2012,GER,Germany,45,27,22,94,DEU,3596483233406.25,80425823.0,357170.0,28.91097760432338,18.20284586417347,44718.01592140686,1.168778838607595,0
2012,GRE,Greece,0,0,3,3,GRC,238841140018.233,11045011.0,131960.0,26.19906448175999,16.217489390761617,21624.346052551056,0.271615845380326,0
2012,HKG,HKG,0,0,1,1,HKG,262628865879.697,7150100.0,1100.0,26.29400771615439,15.782636900586374,36730.79619581502,0.13985818380162515,0
2012,HUN,Hungary,12,8,6,26,HUN,128470269689.958,9920362.0,93030.0,25.57896335023236,16.110099970530726,12950.159448814265,2.620872101239854,0
2012,INA,INA,0,1,1,2,IDN,917869913332.649,252698525.0,1910930.0,27.545321510916256,19.347707735380563,3632.2725403033082,0.007914569347011425,0
2012,IND,IND,0,2,4,6,IND,1827637590410.41,1278674502.0,3287260.0,28.234045314606547,20.969089833017946,1429.3219952003155,0.00469235915052289,0
2012,IRI,IRI,4,5,3,12,IRN,644019315003.54,79370580.0,1745150.0,27.19099455484253,18.18963832858729,8114.080998318773,0.1511895213566538,0
2012,IRL,IRL,1,1,3,5,IRL,226921827888.137,4599533.0,70280.0,26.147871424581822,15.341465334566513,49335.84080995549,1.0870668826596093,0
2012,ITA,ITA,16,22,30,68,ITA,2097929495121.68,60191247.0,302069.0,28.371972019580905,17.91303750103654,34854.39494419645,1.129732367897279,0
2012,JAM,JAM,8,9,8,25,JAM,14807086555.5283,2772430.0,10990.0,23.418371724437613,14.83523474991678,5340.833332321573,9.0173602218992,0
2012,JPN,JPN,7,44,33,84,JPN,6272362996105.03,127629000.0,377960.0,29.467174272956424,18.664638175779704,49145.28043081925,0.658157628752086,0
2012,KAZ,KAZ,7,1,5,13,KAZ,207998568865.789,17306106.0,2724902.0,26.06079703617112,16.6665699451734,12018.796652799248,0.7511799592583104,0
2012,KEN,KEN,2,4,5,11,KEN,56396704671.5777,43888303.0,580370.0,24.755676565934547,17.597158396072984,1285.005361715118,0.2506362572278085,0
2012,KOR,KOR,18,13,30,61,KOR,1335343586437.67,50199853.0,100150.0,27.920209742785374,17.731522656370817,26600.5477433902,1.2151430005183481,0
2012,LAT,LAT,1,0,2,3,LVA,27116149948.6683,2034319.0,64594.0,24.023395326396148,14.52567167711848,13329.349993127085,1.4746949716342423,0
2012,LTU,LTU,2,1,2,5,LTU,42709372066.8627,2989139.0,65300.0,24.477684219440775,14.910495944032245,14288.185349313866,1.6727224796170401,0
2012,MAR,MAR,0,0,1,1,MAR,106937392311.129,33355241.0,446550.0,25.395509381572055,17.322725469403203,3206.0146803055327,0.029980296050027038,0
2012,MAS,MAS,0,1,1,2,MYS,314443047642.111,29662831.0,330800.0,26.474068808110047,17.205405338534526,10600.574424002585,0.06742444778787297,0
2012,MDA,MDA,0,0,2,2,MDA,8709138634.82921,2860324.0,33850.0,22.88763872910067,14.866445463092868,3044.8084324814986,0.6992214867966007,0
2012,MEX,MEX,16,5,3,24,MEX,1255110424817.79,116818208.0,1964380.0,27.85824467254421,18.57612950661971,10744.133524268665,0.20544742477131647,0
2012,MGL,MGL,0,2,3,5,MNG,12292770631.565,2839705.0,1564120.0,23.232277172998664,14.859210731502754,4328.890019056557,1.7607462747010694,0
2012,MNE,MNE,0,14,0,14,MNE,4071829462.26447,621418.0,13810.0,22.127358234734235,13.339759242370604,6552.480717109048,22.529118886160365,0
2012,NED,NED,21,29,19,69,NLD,845689017065.625,16754962.0,41540.0,27.46341753685308,16.634205011171268,50473.94420026885,4.118183019454177,0
2012,NOR,NOR,15,1,1,17,NOR,512777309840.997,5018573.0,385178.0,26.96310749399396,15.428656188309334,102175.91929837366,3.3874171004387104,0
2012,NZL,NZL,9,3,15,27,NZL,176560711239.147,4408100.0,267710.0,25.896930627200934,15.298954315582971,40053.69915363694,6.125087906354211,0
2012,POL,POL,2,2,8,12,POL,498148649702.66,38063164.0,312680.0,26.934164362809614,17.454757548274017,13087.420943320949,0.31526543615764574,0
2012,POR,POR,0,2,0,2,PRT,216536676771.973,10514844.0,92210.0,26.101025777763827,16.168298531060238,20593.427422410925,0.1902072917106521,0
2012,QAT,QAT,0,0,2,2,QAT,186833516483.516,1722438.0,11610.0,25.953483771076474,14.359251287027659,108470.3870232287,1.1611448423687818,0
2012,ROU,ROU,2,8,6,16,ROU,179117323107.087,20058035.0,238390.0,25.911306864435012,16.814140379568443,8929.953662314729,0.7976853166324617,0
2012,RSA,RSA,6,2,1,9,ZAF,434400545085.811,53782567.0,1219090.0,26.79723286036694,17.80045993916458,8076.976784797404,0.16734046926395316,0
2012,RUS,RUS,50,39,51,140,RUS,2208293553878.42,143378447.0,17098250.0,28.42324118563241,18.780998174973107,15401.851534062298,0.9764368559522758,0
2012,SGP,SGP,0,0,4,4,SGP,295092888076.589,5312437.0,716.0,26.410556018559447,15.485561233320963,55547.555307778515,0.7529501055730167,0
2012,SLO,SLO,1,1,3,5,SVN,46167053954.3367,2057159.0,20270.0,24.55553226277311,14.536836462682349,22442.141785995493,2.4305364825956577,0
2012,SRB,SRB,1,1,14,16,SRB,45103269969.4112,7201497.0,88360.0,24.532220585691686,15.789799479041276,6263.0408607281515,2.2217602812304165,0
2012,SUI,Switzerland,2,2,0,4,CHE,686420221557.99,7996861.0,41290.7,27.254755844997973,15.894559647644897,85836.20767673591,0.5001962645092868,0
2012,SVK,SVK,0,1,4,5,SVK,94724394278.052,5407579.0,49036.0,25.27423739929964,15.503312046041517,17516.9691054078,0.9246281931341179,0
2012,SWE,SWE,2,17,3,22,SWE,549739674655.127,9519374.0,447420.11,27.03271068431336,16.068839648302987,57749.56154208533,2.3110763375827026,0
2012,THA,THA,0,2,1,3,THA,397558325278.579,69436098.0,513120.0,26.708607490537542,18.055917434341204,5725.528028354632,0.04320519278027403,0
2012,TJK,TJK,0,0,1,1,TJK,7633036903.07634,8014084.0,142550.0,22.755751624426328,15.896711051780395,952.4528196954686,0.12478032423917693,0
2012,TTO,TTO,1,4,5,10,TTO,27147349937.4689,1335194.0,5130.0,24.02454527036601,14.104587157610858,20332.138953192494,7.489548335298092,0
2012,TUN,TUN,1,1,1,3,TUN,47311401812.6733,11009647.0,163610.0,24.58001715651772,16.21428244642284,4297.267824542721,0.27248830048774497,0
2012,TUR,TUR,2,2,1,5,TUR,885327622479.052,75175827.0,785350.0,27.5092236083407,18.135340287776028,11776.759336203271,0.06651074154461913,0
2012,UGA,UGA,1,0,0,1,UGA,27305915910.7877,34337438.0,241550.0,24.03036921569012,17.35174680377792,795.2228675531268,0.02912273187067713,0
2012,UKR,UKR,9,5,12,26,UKR,182591753827.949,46210056.0,603550.0,25.93051864432823,17.64870799470462,3951.3424053835597,0.5626480954708214,0
2012,USA,United States,145,57,46,248,USA,16253972230000.0,314339099.0,9831510.0,30.41935843975558,19.56598289428526,51708.4011556577,0.7889568965138505,0
2012,UZB,UZB,1,0,2,3,UZB,67517349212.0609,29261903.0,444103.0,24.9356504271634,17.191796989035385,2307.3464911718456,0.10252238208841032,0
2012,VEN,VEN,1,0,0,1,VEN,372592062768.06,29553826.0,912050.0,26.64374999260053,17.201723768900468,12607.23612462427,0.03383656654133377,0
2016,ARG,ARG,21,1,0,22,ARG,557532320662.955,43900313.0,2780400.0,27.04678631288357,17.59743200786053,12699.962313775643,0.5011353791486635,0
2016,ARM,ARM,1,3,0,4,ARM,10546136235.5219,2992300.0,29740.0,23.079025396188765,14.911552880429745,3524.4247687470843,1.3367643618621128,0
2016,AUS,Australia,23,34,25,82,AUS,1211588128417.61,24190907.0,7741220.0,27.822953117782763,17.001487376715872,50084.444060638576,3.3897034121126586,0
2016,AUT,Austria,0,0,2,2,AUT,393687359770.273,8736668.0,83879.0,26.698822928132966,15.983039439244974,45061.499392019134,0.22892022450664257,0
2016,AZE,AZE,1,7,10,18,AZE,37866996882.9157,9757812.0,86600.0,24.357345775026864,16.09357875292924,3880.6852276837985,1.844675835115495,0
2016,BDI,BDI,0,1,0,1,BDI,2618093125.14687,11239451.0,27830.0,21.685712074904185,16.234940557820572,232.9378121001524,0.08897231724218559,0
2016,BEL,BEL,2,17,2,21,BEL,474271566739.729,11331422.0,30528.0,26.885045920193512,16.24309013263099,41854.54982964442,1.853253722260101,0
2016,BLR,BLR,1,4,7,12,BLR,47723545321.259,9469379.0,207600.0,24.58869072565909,16.06357388751051,5039.775609494456,1.2672425509634793,0
2016,BRA,BRA,36,8,6,50,BRA,1795693265999.04,203218114.0,8515770.0,28.216412283917087,19.129790413396325,8836.285460256953,0.24604105911542906,1
2016,BRN,BRN,1,1,0,2,BRN,11400266044.6651,427564.0,5770.0,23.156902529325876,12.965859263756226,26663.297295060154,4.677662291493204,0
2016,BUL,BUL,0,1,6,7,BGR,53929397039.2106,6894139.0,111000.0,24.710941565799345,15.746182188315798,7822.499232929682,1.0153552169458724,0
2016,CAN,CAN,4,4,61,69,CAN,1527994741907.43,36110803.0,15640500.0,28.054977365506897,17.4021026306137,42314.06158172196,1.9107855341793425,0
2016,CHN,CHN,46,30,37,113,CHN,11456024084962.0,1387790000.0,9562910.0,30.06953682853307,21.050978390754533,8254.868593203582,0.08142442300348035,0
2016,CIV,CIV,1,0,1,2,CIV,48407761036.8238,25989405.0,322460.0,24.60292598981448,17.07319951293507,1862.5959708128678,0.07695443585568812,0
2016,COL,COL,3,2,3,8,COL,282720100286.228,47437512.0,1141749.0,26.36772320023699,17.67492386608452,5959.842503675742,0.16864290859099018,0
2016,CRO,CRO,7,15,2,24,HRV,52650714171.8617,4106867.0,88073.0,24.68694563995219,15.228171008679245,12820.165389300822,5.843870765719951,0
2016,CUB,CUB,5,2,4,11,CUB,91370407900.0,11265612.0,109880.0,25.238187498213147,16.237265457936044,8110.558742836164,0.9764227633616354,0
2016,CZE,CZE,1,2,12,15,CZE,198160659303.939,10566332.0,78870.0,26.012343949251264,16.173183277753544,18753.968671809573,1.419603321190362,0
2016,DEN,Denmark,15,10,16,41,DNK,312181849372.233,5728010.0,42920.0,26.46685170551651,15.560878733431151,54500.92604102175,7.157808732875815,0
2016,DOM,DOM,0,0,1,1,DOM,75552902635.7075,10551430.0,48670.0,25.048098944989437,16.17177195372465,7160.442009823077,0.09477388372950396,0
2016,EGY,EGY,0,0,3,3,EGY,332441717791.411,101644589.0,1001450.0,26.529730396840275,18.43699286494445,3270.628776819699,0.029514606035742838,0
2016,ESP,ESP,9,19,17,45,ESP,1243015667917.12,46458139.0,505935.0,27.848561533298938,17.65406222854216,26755.606114939732,0.9686139171437755,0
2016,EST,EST,0,0,4,4,EST,24561027787.7896,1315790.0,45340.0,23.924426787386786,14.089947803665954,18666.373652170634,3.0399987840004865,0
2016,ETH,ETH,1,2,5,8,ETH,68475871209.607,106718162.0,1136242.7,24.94974727504648,18.485701917344596,641.6515232862331,0.07496380981524026,0
2016,FIN,FIN,0,0,1,1,FIN,238777818792.608,5495303.0,338450.0,26.198799328022567,15.519404285336954,43451.25624421583,0.18197358726170332,0
2016,FRA,France,20,55,21,96,FRA,2470407619777.13,66724104.0,549087.0,28.53540428120262,18.01607682491442,37024.21571336694,1.438760421571191,0
2016,GBR,United Kingdom,64,55,26,145,GBR,2706807606538.73,65607000.0,243610.0,28.626791051459662,17.999192955538568,41257.90855455561,2.210130016614081,0
2016,GEO,GEO,2,1,4,7,GEO,15444548901.9637,3727505.0,69700.0,23.46052195615451,15.131249667001754,4143.401256863156,1.8779317532773263,0
2016,GER,Germany,49,43,67,159,DEU,3536787895179.0,82348669.0,357580.0,28.89424005691781,18.22647285173721,42948.9381932694,1.9308144494721586,0
2016,GRE,Greece,3,1,3,7,GRC,193097239005.87,10775971.0,131960.0,25.986459728018016,16.192829305903164,17919.24263770476,0.6495934333899006,0
2016,HUN,Hungary,12,3,7,22,HUN,128983560865.293,9759755.0,93030.0,25.582950798034766,16.093777855615187,13215.860527778925,2.2541549454878735,0
2016,INA,INA,2,2,0,4,IDN,931877364037.698,264627418.0,1913580.0,27.560467059323575,19.393833424836224,3521.46943457574,0.01511559168823542,0
2016,IND,IND,0,1,1,2,IND,2294796885663.16,1343944296.0,3287260.0,28.46166545254542,21.01887463175987,1707.5089291224315,0.0014881569168845967,0
2016,IRI,IRI,3,1,4,8,IRN,478618064870.999,83812228.0,1745150.0,26.89416875694654,18.244089473661607,5710.5994708910375,0.09545146562623297,0
2016,IRL,IRL,0,3,0,3,IRL,305431252708.748,4762722.0,70280.0,26.444990558184625,15.376329911503914,64129.55715423827,0.6298918979524735,0
2016,ISR,ISR,0,0,2,2,ISR,321940971558.016,8546000.0,22070.0,26.497634047543187,15.960973895186108,37671.53891387971,0.23402761525860052,0
2016,ITA,ITA,8,40,24,72,ITA,1887111188176.93,60115223.0,302069.0,28.26606830383127,17.91177366194095,31391.569289810835,1.1976999569643116,0
2016,JAM,JAM,11,17,2,30,JAM,14898999754.1229,2809915.0,10990.0,23.424559917048686,14.848664791742095,5302.295533538523,10.67647953763726,0
2016,JOR,JOR,1,0,0,1,JOR,39892551126.7606,10006367.0,89320.0,24.409455454861387,16.11873214835087,3986.716770108532,0.09993637051289445,0
2016,JPN,JPN,17,13,34,64,JPN,5003677627544.24,127076000.0,377970.0,29.241194283505177,18.66029589063476,39375.47316207813,0.5036356196291982,0
2016,KAZ,KAZ,3,5,10,18,KAZ,137278320084.171,18363600.0,2724902.0,25.645276235462084,16.725881002367128,7475.566886894237,0.9801999607920017,0
2016,KEN,KEN,6,6,1,13,KEN,74815144163.8931,48139687.0,580370.0,25.038286163518293,17.689617488428517,1554.1261031442332,0.270047455854875,0
2016,KOR,KOR,13,3,10,26,KOR,1579150518945.44,51217803.0,100339.0,28.087908172146797,17.75159774441469,30832.062807251612,0.5076359874319483,0
2016,LTU,LTU,0,2,5,7,LTU,42970749245.0336,2877325.0,65286.0,24.483785471049387,14.872371601047618,14934.270284042852,2.43281520161956,0
2016,MAR,MAR,0,0,1,1,MAR,111572947004.917,35023457.0,446550.0,25.437944447157278,17.371528594969963,3185.663454207762,0.028552292824777406,0
2016,MAS,MAS,0,7,1,8,MYS,301256033870.334,31789685.0,330713.0,26.431226350995782,17.27465242406155,9476.534098099242,0.2516539563068964,0
2016,MEX,MEX,0,3,2,5,MEX,1112233497452.7,122251351.0,1964375.0,27.737391269437932,18.621589737382937,9097.923976747708,0.04089934351727532,0
2016,MGL,MGL,0,1,1,2,MNG,11181350649.3573,3088856.0,1564120.0,23.137513106800224,14.943311353785948,3619.900263837906,0.6474889085149972,0
2016,NED,NED,9,25,13,47,NLD,797163949289.885,17030314.0,41540.0,27.404326202599055,16.650505490519393,46808.52914925027,2.7597846992134145,0
2016,NGR,NGR,0,0,18,18,NGA,404649125252.16,195443700.0,923770.0,26.726286171146405,19.090782916375982,2070.4127339594984,0.09209813363132197,0
2016,NOR,NOR,0,0,19,19,NOR,370956547619.048,5234519.0,625194.0,26.639350770373866,15.470785516499024,70867.36099707498,3.6297508901964055,0
2016,NZL,NZL,6,25,5,36,NZL,189100085275.23,4714100.0,267710.0,25.965542263563815,15.366068575660085,40113.71953824272,7.636664474661123,0
2016,PHI,PHI,0,1,0,1,PHL,318627003016.731,106735719.0,300000.0,26.48728698606226,18.4858664212642,2985.1956402404617,0.009368934873619955,0
2016,POL,POL,3,3,10,16,POL,473259583969.643,37970087.0,312680.0,26.882909878219362,17.45230922348795,12464.011050847554,0.4213843386769169,0
2016,POR,POR,0,0,1,1,PRT,206305431241.638,10325452.0,92225.6,26.05262358358758,16.150122473092885,19980.280886651548,0.09684806050137079,0
2016,QAT,QAT,0,1,0,1,QAT,151732142857.143,2477113.0,11490.0,25.745382585214806,14.722604327132201,61253.62179970918,0.4036957538876911,0
2016,ROU,ROU,4,2,10,16,ROU,185290759248.844,19702267.0,238400.0,25.94519209985684,16.796244263229596,9404.540058707153,0.8120892890143049,0
2016,RSA,RSA,2,7,14,23,ZAF,323585509674.481,57259551.0,1219090.0,26.50272924261914,17.86310501617842,5651.205851657499,0.4016797127871296,0
2016,RUS,RUS,52,28,35,115,RUS,1276786350881.14,145015460.0,17098250.0,27.875367373485457,18.792350915390923,8804.484369329586,0.7930188960542552,0
2016,SGP,SGP,1,0,0,1,SGP,319646468521.497,5607283.0,719.0,26.490481436144098,15.539576846455615,57005.588717654704,0.17833949169321398,0
2016,SLO,SLO,1,2,1,4,SVN,44290685824.0682,2065042.0,20675.0,24.51404023961302,14.540661123153487,21447.83777960361,1.9370066080980437,0
2016,SRB,SRB,14,27,13,54,SRB,42225495909.5633,7058322.0,88360.0,24.466290044025147,15.769717904165933,5982.370301264706,7.650543571120728,0
2016,SUI,Switzerland,6,3,2,11,CHE,687895460902.713,8373338.0,41290.7,27.2569027169724,15.940563168220848,82153.07454478883,1.313693535361883,0
2016,SVK,SVK,3,5,0,8,SVK,90347173228.6356,5430798.0,49030.0,25.226925566595764,15.507596642438328,16636.076913307326,1.4730800151285317,0
2016,SWE,SWE,2,23,3,28,SWE,513058312950.939,9923085.0,528449.29,26.96365534612685,16.110374418817567,51703.508833285116,2.8217031296214836,0
2016,THA,THA,2,2,2,6,THA,413366349747.508,70859841.0,513120.0,26.74760008210866,18.076214413537947,5833.577156170983,0.08467419507757575,0
2016,TJK,TJK,1,0,0,1,TJK,6992416096.89018,8865631.0,141380.0,22.66809198395377,15.997692673750361,788.7104817344845,0.11279512986723675,0
2016,TTO,TTO,0,0,1,1,TTO,23624322192.6274,1353895.0,5130.0,23.885542619655485,14.118496181441447,17449.153880195583,0.7386097149335805,0
2016,TUN,TUN,0,0,3,3,TUN,44360072680.4476,11528674.0,163610.0,24.51560563785031,16.26034788129522,3847.8035444880825,0.2602207331042581,0
2016,TUR,TUR,1,3,4,8,TUR,870818016909.84,79277962.0,785350.0,27.492698856159187,18.188470741298378,10984.364316906129,0.10091076761029755,0
2016,UKR,UKR,2,8,5,15,UKR,93355869403.9223,45616832.0,603550.0,25.259684580200453,17.63578732918257,2046.5224197051277,0.32882599124814277,0
2016,USA,United States,139,54,71,264,USA,18695110842000.0,324353340.0,9831510.0,30.559283153305014,19.597344035088433,57638.10183671918,0.813927182004662,0
2016,UZB,UZB,4,2,7,13,UZB,86138288644.171,31284568.0,448924.0,25.179219849230503,17.25863549878482,2753.3795142758886,0.41554033924969014,0
2016,VEN,VEN,0,1,2,3,VEN,112915034262.314,30765720.0,912050.0,25.4499014636502,17.24191164110082,3670.15737848209,0.09751112601947882,0
2016,VIE,VIE,1,1,0,2,VNM,257096001177.982,94000117.0,331230.0,26.272715397530522,18.358806584914355,2735.0604380416034,0.021276569262142515,0
2020,ARG,ARG,0,18,25,43,ARG,385740508436.965,45191965.0,2780400.0,26.67843072240923,17.62642986351358,8535.599380043886,0.9514965768804255,0
2020,ARM,ARM,0,2,2,4,ARM,12641698583.2152,2961500.0,29740.0,23.26026659822021,14.901206454699157,4268.680933045822,1.3506668917778153,0
2020,AUS,Australia,36,28,67,131,AUS,1333336461648.09,25649248.0,7741220.0,27.918705534613643,17.06002481141249,51983.4523666382,5.107362211944771,0
2020,AUT,Austria,1,1,5,7,AUT,434397601557.696,8916864.0,83879.0,26.79722608427487,16.003454873234418,48716.40989003488,0.7850293556120178,0
2020,AZE,AZE,0,3,4,7,AZE,42693000000.0,10093121.0,86600.0,24.477300809316045,16.12736466065602,4229.910649045028,0.6935416706091209,0
2020,BEL,BEL,20,1,6,27,BEL,529694473501.791,11538604.0,30689.0,26.995566212181735,16.26120884118944,45906.287580524564,2.3399711091567057,0
2020,BLR,BLR,1,6,3,10,BLR,61371673344.7424,9379952.0,207610.0,24.840214219469786,16.054085203698524,6542.855799767674,1.0661035365639397,0
2020,BRA,BRA,29,17,9,55,BRA,1476107292151.95,208660842.0,8515770.0,28.020429530624813,19.156220726268646,7074.194074957054,0.2635856324206724,0
2020,BRN,BRN,0,1,0,1,BRN,12005799653.9835,447404.0,5770.0,23.208655674479033,13.011217268543573,26834.35922339429,2.23511636015771,0
2020,BUL,BUL,7,1,2,10,BGR,70486877546.4901,6550696.0,111000.0,24.978692395347196,15.695081861508275,10760.211975413009,1.526555346180009,0
2020,CAN,CAN,36,11,38,85,CAN,1655684730000.19,38028638.0,15640500.0,28.135235773332294,17.453850065431926,43537.83929890389,2.2351576198968788,0
2020,CHN,CHN,59,49,33,141,CHN,14996414166715.1,1411100000.0,9562910.0,30.3388322329001,21.06763537902799,10627.463798961873,0.09992204663028843,0
2020,CIV,CIV,0,0,1,1,CIV,63027852805.4204,28915449.0,322460.0,24.866842573659532,17.179886577726418,2179.7293483293447,0.03458358886282554,0
2020,COL,COL,0,4,1,5,COL,270348342541.465,50629997.0,1140619.05,26.322977121967636,17.740054784692685,5339.687113579426,0.09875568430312172,0
2020,CRO,CRO,5,4,2,11,HRV,57959843541.3699,3914206.0,88070.0,24.78301625497099,15.180123057132112,14807.560854326497,2.8102762092746265,0
2020,CUB,CUB,8,3,5,16,CUB,107352000000.0,11176354.0,109880.0,25.399378991745067,16.229310854435187,9605.27914559614,1.431593881153013,0
2020,CZE,CZE,5,4,4,13,CZE,251109660602.536,10697858.0,78871.01,26.249155575498257,16.18555409247617,23472.891545441715,1.215196537475072,0
2020,DEN,Denmark,4,24,5,33,DNK,355631021931.621,5831404.0,42920.0,26.597159575059024,15.578768352661008,60985.488560151374,5.659014535779034,0
2020,DOM,DOM,0,7,25,32,DOM,78546672406.8291,11008300.0,146839.463,25.08695883801143,16.214160091690886,7135.222732558987,2.906897522778267,0
2020,ECU,ECU,2,1,0,3,ECU,95865473000.0,17546065.0,256370.0,25.286211722726396,16.68034026621165,5463.645153485981,0.17097850714675913,0
2020,EGY,EGY,1,1,4,6,EGY,383817841547.099,109315124.0,1001450.0,26.67343390601354,18.509745315029033,3511.113810263793,0.054887190175075866,0
2020,ESP,ESP,4,44,22,70,ESP,1289783836971.21,47359424.0,505969.891,27.88549575202163,17.673276386303904,27233.942646160773,1.4780585169279086,0
2020,EST,EST,4,0,1,5,EST,31820771493.8974,1329522.0,45340.0,24.183385105127734,14.100330037102578,23933.99394210656,3.7607501041727778,0
2020,ETH,ETH,1,1,2,4,ETH,98676811061.4035,118917671.0,1136239.7,25.315115812128802,18.593941971307704,829.790982547947,0.033636716615480976,0
2020,FIN,FIN,0,0,2,2,FIN,270000311606.226,5529543.0,338460.0,26.321688950041253,15.525615729938966,48828.68468627986,0.3616935432096287,0
2020,FRA,France,65,42,34,141,FRA,2647926055110.05,67601110.0,606410.0,28.60479782880602,18.02913496099673,39169.860600070766,2.0857645680670034,0
