year,country_code,country,gold,silver,bronze,medals_total,iso_code,gdp,population,surface_area,log_gdp,log_population,gdp_per_capita,medals_per_million,host_flag
1988,JAM,JAM,0,7,0,7,JAM,3828342820.3494,2345777.0,10990.0,22.065697862522363,14.668127248264035,1632.0148165615913,2.984085870054997,0
1988,JPN,JPN,4,3,13,20,JPN,3125724434400.79,122578000.0,377800.0,28.77068719125929,18.62425812001341,25499.8811728107,0.16316141558844163,0
1988,KEN,KEN,5,2,2,9,KEN,8355380879.12955,21356219.0,580370.0,22.84617158492414,16.876853543278983,391.23877120428244,0.42142291198643356,0
1988,KOR,KOR,28,37,12,77,KOR,205477530605.222,42031247.0,99260.0,26.04860252478406,17.55392387582502,4888.685091956039,1.831970390980786,1
1988,MAR,MAR,1,0,2,3,MAR,25705296183.5037,23500524.0,446550.0,23.969962884795734,16.972533276738133,1093.818000973242,0.1276567279946609,0
1988,MEX,MEX,0,0,2,2,MEX,181611150496.787,79695531.0,1964380.0,25.92513370264264,18.19372406941541,2278.812227209917,0.02509551006065823,0
1988,MGL,MGL,0,0,1,1,MNG,3204461566.66667,2076322.0,1564120.0,21.887809915285896,14.546108617213253,1543.3355552109306,0.4816208661277008,0
1988,NED,NED,3,6,36,45,NLD,262295966105.474,14760094.0,41530.0,26.292739344766456,16.507437745680008,17770.61623763873,3.0487610715758313,0
1988,NOR,NOR,2,20,0,22,NOR,101900260856.222,4209488.0,385178.0,25.347260337095484,15.252851583060936,24207.28146896297,5.226288802818775,0
1988,NZL,NZL,4,4,16,24,NZL,45176811594.2029,3283400.0,267710.0,24.533849774318558,15.004390028842554,13759.155629592162,7.30949625388317,0
1988,PAK,PAK,0,0,1,1,PAK,38472742808.3167,108724739.0,796100.0,24.373215848499903,18.504329915893244,353.85454278548974,0.009197538749667635,0
1988,PER,PER,0,12,0,12,PER,15439408447.2,21054702.0,1285220.0,23.4601890678039,16.86263446607026,733.2997848746566,0.5699439488623491,0
1988,PHI,PHI,0,0,1,1,PHL,43152128958.6116,59739052.0,300000.0,24.487997591812892,17.90549650186168,722.3437184542466,0.01673946884861849,0
1988,POR,POR,1,0,0,1,PRT,56347250696.3788,10019610.0,92120.0,24.754799286470487,16.120054730707817,5623.696999821231,0.09980428379946925,0
1988,ROU,ROU,8,34,16,58,ROU,40424528301.8868,23057662.0,238390.0,24.422702573866225,16.953508679980807,1753.192856321981,2.5154328309609184,0
1988,SEN,SEN,0,1,0,1,SEN,6418419388.63499,7289618.0,196710.0,22.582437723188605,15.801961702063187,880.4877551381965,0.1371813996288969,0
1988,SUI,Switzerland,0,6,2,8,CHE,215540625298.982,6593386.0,41290.7,26.09641524519181,15.70157758332536,32690.430273456157,1.2133371229896142,0
1988,SUR,SUR,1,0,0,1,SUR,1161000000.0,402227.0,163820.0,20.872547539662165,12.904771884848225,2886.4298020769365,2.4861583135890926,0
1988,SWE,SWE,0,5,11,16,SWE,206686590775.558,8436489.0,447420.11,26.054469428649092,15.948076784761444,24499.124075851698,1.896523541961591,0
1988,THA,THA,0,0,1,1,THA,61667253471.3736,52969595.0,513120.0,24.845018889063358,17.785228627654213,1164.2009622949467,0.018878754878152267,0
1988,TUR,TUR,1,1,0,2,TUR,90875175808.7201,53909626.0,785350.0,25.23275270741963,17.80281960991538,1685.6947924053507,0.037099125859266766,0
1988,URS,URS,134,67,99,300,RUS,554828660436.137,146857000.0,17098240.0,27.041925183094147,18.804969882160954,3778.0198454015604,2.0428035435832137,0
1988,USA,United States,87,66,54,207,USA,5236438000000.0,244499000.0,9629090.0,29.28666261212007,19.314721776891286,21417.011930519144,0.8466292295674012,0
1992,ARG,ARG,0,0,2,2,ARG,228778917308.17,33693527.0,2780400.0,26.156021947574352,17.332816299722076,6789.9961113649515,0.05935858243632375,0
1992,AUS,Australia,14,27,16,57,AUS,325982966981.415,17478635.0,7741220.0,26.51011096842485,16.676489835897687,18650.367547661186,3.2611242239454055,0
1992,AUT,Austria,0,6,0,6,AUT,194314032056.098,7840709.0,83879.0,25.992741409230142,15.874839821911182,24782.7118767063,0.7652369192632963,0
1992,BEL,BEL,0,1,2,3,BEL,234781652446.675,10045158.0,33120.0,26.181921780649024,16.122601285325985,23372.61917101503,0.2986513502326195,0
1992,BRA,BRA,13,1,0,14,BRA,328187960871.951,154275079.0,8515770.0,26.516852332638155,18.85424779424387,2127.290830114895,0.09074699614965033,0
1992,BUL,BUL,3,7,7,17,BGR,8602887622.63828,8540164.0,110990.0,22.875363753921935,15.960290769327436,1007.3445454488088,1.9905940916357108,0
1992,CAN,CAN,27,5,12,44,CAN,594387358318.855,28371264.0,15640500.0,27.11079706215417,17.16088735989898,20950.330528765127,1.5508649878976135,0
1992,CHN,CHN,18,45,19,82,CHN,428502354788.069,1164970000.0,9562950.0,26.783562070390545,20.87596117255955,367.82265190354167,0.07038807866296985,0
1992,COL,COL,0,0,1,1,COL,58418985443.3172,33760571.0,1141750.0,24.79090676715673,17.334804141056107,1730.3909179532893,0.029620352096532965,0
1992,CRO,CRO,0,12,3,15,HRV,10621169290.9986,4575818.0,56540.0,23.08611494942991,15.336296038523543,2321.152041230355,3.2781024070450355,0
1992,CUB,CUB,42,13,14,69,CUB,22085858243.2432,10785801.0,109890.0,23.81820334215191,16.19374110486672,2047.6790034642024,6.397299560783663,0
1992,DEN,Denmark,3,2,9,14,DNK,152966494259.538,5171370.0,42920.0,25.753484742588924,15.458648201709696,29579.49136486811,2.707212982246484,0
1992,ESP,ESP,48,19,2,69,ESP,630465353486.104,39157685.0,505990.0,27.16972403998682,17.483107257433787,16100.679942803155,1.7621062123565272,1
1992,ETH,ETH,1,0,2,3,ETH,10754799036.5745,51853747.0,1221900.0,23.098617913910356,17.7639377561811,207.4064008638469,0.057855028297183614,0
1992,FIN,FIN,1,4,2,7,FIN,112537828510.751,5041992.0,338150.0,25.44655525549927,15.433311800056789,22320.112469585634,1.38834016396694,0
1992,FRA,France,9,5,43,57,FRA,1389663073110.28,58846584.0,549086.0,27.960082440243266,17.890444344106477,23615.01685654821,0.968620370555409,0
1992,GBR,United Kingdom,8,3,39,50,GBR,1179659529659.53,57580402.0,243610.0,27.796246978585284,17.868692824714763,20487.17078528785,0.8683510059551164,0
1992,GER,Germany,81,57,60,198,DEU,2141377582968.07,80624598.0,356970.0,28.392470468215706,18.205314347021268,26559.854387963213,2.4558261983520215,0
1992,GHA,GHA,0,0,20,20,GHA,6416103925.83267,16184855.0,238540.0,22.582076905296002,16.59958648638978,396.42640764051765,1.2357231498212373,0
1992,GRE,Greece,2,0,0,2,GRC,114608178405.434,10399061.0,131960.0,25.46478500347507,16.157226071573813,11021.012224607011,0.19232505704120786,0
1992,HUN,Hungary,14,23,8,45,HUN,38857339124.9084,10369341.0,93030.0,24.383162805183012,16.15436402948824,3747.3296639495607,4.3397164776430825,0
1992,INA,INA,2,3,1,6,IDN,128026966579.964,190043744.0,1910930.0,25.575506755082838,19.062764835204487,673.6710395474213,0.03157167857101363,0
1992,IRI,IRI,0,1,2,3,IRN,119768691216.667,61184983.0,1745150.0,25.508828146374025,17.929412341555988,1957.485077942524,0.049031639021620714,0
1992,IRL,IRL,1,1,0,2,IRL,55918538121.3989,3558430.0,70280.0,24.747161792209056,15.084829994318202,15714.384748723145,0.5620456212430763,0
1992,ISR,ISR,0,1,1,2,ISR,79457685757.166,5123000.0,22070.0,25.09849046228208,15.44925076292134,15509.99136388171,0.3903962521959789,0
1992,ITA,ITA,21,10,14,45,ITA,1323204350353.5,56797087.0,301340.0,27.911077448962473,17.85499559716498,23297.046032545648,0.7922941540998396,0
1992,JAM,JAM,0,3,1,4,JAM,3535460089.80719,2424701.0,10990.0,21.98610928052941,14.701218775782706,1458.10146892635,1.6496879409048786,0
1992,JPN,JPN,3,8,36,47,JPN,3980702922117.66,124425000.0,377800.0,29.01247953322795,18.639213682708892,31992.790211916094,0.37773759292746634,0
1992,KEN,KEN,2,4,2,8,KEN,8209120763.04955,24382460.0,580370.0,22.828511661259217,17.009374579306098,336.68139978695956,0.3281047113375763,0
1992,KOR,KOR,28,5,16,49,KOR,366921291824.719,43747962.0,99260.0,26.62841319830749,17.59395558682574,8387.163082584715,1.1200521752304713,0
1992,MAR,MAR,1,1,1,3,MAR,33711069430.78,25212468.0,446550.0,24.24109209012643,17.042849192032097,1337.0793145193084,0.11898874794803904,0
1992,MAS,MAS,0,0,2,2,MYS,59167550162.956,18834572.0,330800.0,24.803639089413938,16.751204675197318,3141.4332198765123,0.1061877063094399,0
1992,MEX,MEX,0,1,0,1,MEX,363157832923.734,86044809.0,1964380.0,26.6181033781553,18.270378753409958,4220.566436770567,0.011621851586654111,0
1992,MGL,MGL,0,0,2,2,MNG,1317611863.84977,2167790.0,1564120.0,20.999086740923303,14.58921877338147,607.8134246627994,0.9225985911919513,0
1992,NAM,NAM,0,2,0,2,NAM,3429521699.4026,1461322.0,824290.0,21.95568664216242,14.194852063437352,2346.8624296374105,1.368623753012683,0
1992,NED,NED,5,20,8,33,NLD,363497050125.313,15184166.0,41530.0,26.619037018688466,16.535763732332676,23939.217348210826,2.173316598356472,0
1992,NGR,NGR,0,7,4,11,NGA,52058181853.8055,102372770.0,923770.0,24.67562781185006,18.44413131723848,508.51590568278556,0.10745044800487474,0
1992,NOR,NOR,2,20,1,23,NOR,130838040067.584,4286401.0,385178.0,25.597226059892538,15.27095801106846,30523.985055897476,5.365806885543373,0
1992,NZL,NZL,1,9,5,15,NZL,41649829859.6342,3531700.0,267710.0,24.452563120548138,15.077289899386232,11793.139241621373,4.247246368604355,0
1992,PAK,PAK,0,0,16,16,PAK,48884671947.4657,123546848.0,796100.0,24.61272972718225,18.63213097813497,395.6772085959303,0.12950552975661508,0
1992,PER,PER,0,1,0,1,PER,35966302303.263,22946340.0,1285220.0,24.305848289905246,16.948669004628815,1567.4091076512857,0.04357993475212169,0
1992,PHI,PHI,0,0,1,1,PHL,60422328242.1803,65926125.0,300000.0,24.824624546458775,18.004045354904438,916.5156945320281,0.015168493522105234,0
1992,POL,POL,5,22,19,46,POL,94337050693.2727,38363667.0,312690.0,25.270139851787583,17.462621397779795,2459.020684682533,1.1990511751652937,0
1992,QAT,QAT,0,0,1,1,QAT,7646153983.51648,469657.0,11610.0,22.757468611112333,13.059757920027865,16280.293881527328,2.1292134472604474,0
1992,ROU,ROU,8,31,14,53,ROU,25121666666.6667,22794284.0,238390.0,23.946996524540797,16.942020360739345,1102.1037847324662,2.3251443212693146,0
1992,RSA,RSA,0,3,0,3,ZAF,146956150986.636,42443509.0,1219090.0,25.71340008661914,17.563684549724744,3462.3940020283426,0.07068218605582303,0
1992,SLO,SLO,0,0,6,6,SVN,14277261540.7456,1996498.0,20270.0,23.3819340066125,14.506905203731844,7151.15243829225,3.005262214136954,0
1992,SUI,Switzerland,1,0,0,1,CHE,279921425828.474,6875364.0,41290.7,26.357774778692765,15.743455145569893,40713.688152143506,0.14544684470524033,0
1992,SUR,SUR,0,0,1,1,SUR,404600000.0,417589.0,163820.0,19.81840948269792,12.942252974207467,968.8952534669256,2.3946990940853325,0
1992,SWE,SWE,1,27,7,35,SWE,283908914454.48,8668067.0,447420.11,26.371919299912925,15.975156371188579,32753.42870036422,4.037809121687684,0
1992,TCH,TCH,4,3,1,8,CZE,35051065440.3962,10319123.0,78870.0,24.280071847693858,16.14950933378648,3396.7097243046915,0.7752596804980423,0
1992,THA,THA,0,0,1,1,THA,111452746517.655,56528834.0,513120.0,25.436866539970875,17.850261402222582,1971.60879910693,0.017690087150921952,0
1992,TUR,TUR,2,2,2,6,TUR,159104772991.851,57990118.0,785350.0,25.792828771788944,17.875783174684145,2743.65320297936,0.10346590431148976,0
1992,USA,United States,89,50,85,224,USA,6520327000000.0,256514000.0,9629090.0,29.505945643983704,19.362693801982303,25418.990776331895,0.8732466843914952,0
1996,ARG,ARG,0,19,1,20,ARG,272149750000.0,35513793.0,2780400.0,26.32961830321514,17.385431714196653,7663.212712874685,0.5631614736280071,0
1996,ARM,ARM,1,1,0,2,ARM,1596968946.23708,3278735.0,29740.0,21.191373260928913,15.002968235238535,487.0686244045585,0.6099913533725659,0
1996,AUS,Australia,32,16,84,132,AUS,401962517479.122,18224767.0,7741220.0,26.719624681116617,16.718292051140782,22055.838490507012,7.242890951637406,0
1996,AUT,Austria,0,1,2,3,AUT,235952581232.129,7959017.0,83879.0,26.186896694800986,15.889816057732432,29645.945125149123,0.3769309702441897,0
1996,AZE,AZE,0,1,0,1,AZE,3176507376.31836,7763000.0,86600.0,21.87904812082096,15.864879415387817,409.18554377410277,0.1288161793121216,0
1996,BDI,BDI,1,0,0,1,BDI,869033856.317093,6070506.0,27830.0,20.582892642559457,15.618952520352138,143.15674118715853,0.16473091369978055,0
1996,BEL,BEL,2,2,2,6,BEL,279201433224.756,10156637.0,33120.0,26.355199341147944,16.133637941383707,27489.555177048856,0.5907467205926529,0
1996,BLR,BLR,1,6,16,23,BLR,14500437519.8258,10159569.0,207600.0,23.39744465969881,16.13392657795496,1427.2689638532697,2.2638755640126074,0
1996,BRA,BRA,5,15,43,63,BRA,850426433004.077,164202549.0,8515770.0,27.469003746515632,18.916611278613633,5179.130520099764,0.38367248488937894,0
1996,BUL,BUL,3,12,6,21,BGR,12294964837.6235,8362826.0,110990.0,23.232455652718123,15.93930696621633,1470.1925925068274,2.511112870218751,0
1996,CAN,CAN,8,30,12,50,CAN,630607994132.747,29610218.0,15640500.0,27.169950261003258,17.203630062428246,21296.97235369044,1.688606277738313,0
1996,CHN,CHN,19,70,17,106,CHN,868523936530.083,1217550000.0,9562930.0,27.49006098301932,20.920106479839568,713.337387811657,0.0870600796681861,0
1996,CRO,CRO,16,12,0,28,HRV,24150978346.5253,4557097.0,56610.0,23.907590727467717,15.332196355953206,5299.641053619289,6.144262454804013,0
1996,CUB,CUB,37,8,10,55,CUB,25017368700.0,10962010.0,109890.0,23.94283616858894,16.209946216830073,2282.188093242024,5.017328026520684,0
1996,CZE,CZE,4,5,4,13,CZE,67804105329.8557,10315241.0,78870.0,24.93988858064749,16.149133068247515,6573.19643136362,1.2602710881888266,0
1996,DEN,Denmark,21,1,1,23,DNK,187481157845.724,5263074.0,42920.0,25.956944185817797,15.476225824658881,35621.98780517317,4.370069658910363,0
1996,ECU,ECU,1,0,0,1,ECU,25226393196.5983,11810950.0,283560.0,23.95115663244777,16.284537625243225,2135.8479374307994,0.08466719442551192,0
1996,ESP,ESP,23,21,22,66,ESP,642251412058.321,39889852.0,505990.0,27.18824567154562,17.501632513671648,16100.62158311144,1.6545561512737625,0
1996,ETH,ETH,2,0,1,3,ETH,8761215548.48614,59467635.0,1104300.0,22.89360049351097,17.900942772941782,147.32745885196442,0.05044760902295845,0
1996,FIN,FIN,1,2,1,4,FIN,131991975148.848,5124573.0,338150.0,25.606006963357824,15.449557762444515,25756.677707361767,0.7805528382559873,0
1996,FRA,France,21,10,20,51,FRA,1598889216566.23,59754504.0,549086.0,28.10033026443224,17.905755126688046,26757.63514941451,0.853492148474699,0
1996,GBR,United Kingdom,2,15,9,26,GBR,1425287051482.06,58166950.0,243610.0,27.985394348999456,17.878827881986954,24503.38296029034,0.4469892267000419,0
1996,GEO,GEO,0,0,2,2,GEO,3094936177.1918,4491699.0,69700.0,21.853033121607602,15.317741584581086,689.0346341533126,0.44526581144462263,0
1996,GER,Germany,42,35,47,124,DEU,2506576553158.31,81914831.0,357030.0,28.549939015038078,18.22119061912017,30599.789104836338,1.5137673909136184,0
1996,GRE,Greece,4,4,0,8,GRC,142502984144.96,10608800.0,131960.0,25.682628777803988,16.177194403345528,13432.526218324409,0.7540909433677702,0
1996,HKG,HKG,1,0,0,1,HKG,159718183550.734,6435500.0,1090.0,25.796676746366607,15.67734009607157,24818.302160008392,0.155388081734131,0
1996,HUN,Hungary,8,9,26,43,HUN,46833767123.6915,10311238.0,93030.0,24.569870299436783,16.148744926378974,4542.012038097801,4.170207301974797,0
1996,INA,INA,2,1,3,6,IDN,227369679374.973,203204348.0,1910930.0,26.14984307329089,19.12972267107747,1118.921330241285,0.029526927248623637,0
1996,IND,IND,0,0,1,1,IND,392896866204.516,979678458.0,3287260.0,26.69681298741517,20.702734971709337,401.04675467357885,0.0010207430732339325,0
1996,IRI,IRI,1,1,1,3,IRN,120403931885.441,62881300.0,1745150.0,25.51411802614373,17.956759380171768,1914.7812129431325,0.04770893731522726,0
1996,IRL,IRL,3,0,1,4,IRL,75790786290.3226,3637510.0,70280.0,25.051242569308467,15.106809939599,20835.897713084665,1.0996533342863664,0
1996,ISR,ISR,0,0,1,1,ISR,115116595544.694,5692000.0,22070.0,25.469211325987935,15.55457223819188,20224.278908062894,0.17568517217146873,0
1996,ITA,ITA,19,24,28,71,ITA,1314776508972.27,56860281.0,301340.0,27.904687811960095,17.85610760613763,23122.93372191161,1.2486747999011822,0
1996,JAM,JAM,1,3,12,16,JAM,7393891920.80358,2524463.0,10990.0,22.723920080205463,14.741538924806104,2928.896926119963,6.337981582617768,0
1996,JPN,JPN,3,26,13,42,JPN,4923391533851.63,125757000.0,377800.0,29.22501874509844,18.649862031398804,39150.03963080886,0.33397743266776403,0
1996,KAZ,KAZ,3,4,4,11,KAZ,21035357936.8796,16416027.0,2724902.0,23.769470570097013,16.613768671688124,1281.3915289539668,0.6700768706094355,0
1996,KEN,KEN,1,4,3,8,KEN,12045865396.1323,27344211.0,580370.0,23.211987317350793,17.124015400808617,440.52707888087537,0.29256649606748575,0
1996,KOR,KOR,10,49,7,66,KOR,631196863758.281,45524681.0,99260.0,27.17088363776846,17.63376517641446,13864.937653451783,1.449763041722357,0
1996,LAT,LAT,0,1,0,1,LVA,5799465288.41246,2457222.0,64594.0,22.48103155859585,14.714542001511985,2360.1714816213025,0.40696363617125353,0
1996,LTU,LTU,0,0,11,11,LTU,8430207164.43677,3601613.0,65300.0,22.855087183324507,15.096892358634976,2340.6754597000763,3.0541871100531903,0
1996,MAR,MAR,0,0,2,2,MAR,43161571527.6353,26808107.0,446550.0,24.488216388342487,17.104214899737183,1610.019369425648,0.07460429787153565,0
1996,MAS,MAS,0,2,1,3,MYS,100855393910.486,20850087.0,330800.0,25.336953584403112,16.85286867886225,4837.168972507692,0.14388429170583317,0
1996,MDA,MDA,0,2,1,3,MDA,1695122173.91304,2947293.0,33850.0,21.251020654186,14.896397679919858,575.1454551390174,1.0178831897609093,0
1996,MEX,MEX,0,0,1,1,MEX,432157945024.428,92452702.0,1964380.0,26.79205697185267,18.342207741979298,4674.3679273368125,0.010816341527800886,0
1996,MGL,MGL,0,0,1,1,MNG,1345719472.35883,2259507.0,1564120.0,21.020194630666403,14.63065720585921,595.5810149553995,0.44257441999515823,0
1996,MOZ,MOZ,0,0,1,1,MOZ,4030146134.5706,16492480.0,799380.0,22.117068473927613,16.618415077406002,244.36265101249782,0.06063369487184462,0
1996,NAM,NAM,0,2,0,2,NAM,3989163196.56767,1646103.0,824290.0,22.106847320681773,14.313921234203036,2423.398290731303,1.214990799482171,0
1996,NED,NED,38,9,26,73,NLD,451372549019.608,15530498.0,41530.0,26.83555888649796,16.558316261577897,29063.623653253617,4.700428795007088,0
1996,NGR,NGR,17,4,3,24,NGA,185730236700.0,113754779.0,923770.0,25.947561117575475,18.54955562809962,1632.7246937027587,0.2109801470406795,0
1996,NOR,NOR,2,3,18,23,NOR,163520109150.671,4381336.0,385178.0,25.820201811468078,15.292864258673672,37321.97419934718,5.249540322860424,0
1996,NZL,NZL,3,2,4,9,NZL,70140835299.0148,3732000.0,267710.0,24.97377099061255,15.132454840949372,18794.436039393033,2.4115755627009645,0
1996,PHI,PHI,0,1,0,1,PHL,94648084429.0341,72190242.0,300000.0,25.27343147592926,18.094815442374582,1311.0924940386556,0.013852287681761754,0
1996,POL,POL,7,8,7,22,POL,160813026223.063,38624370.0,312690.0,25.803508199260133,17.469393982369553,4163.5119543195915,0.5695885784027027,0
1996,POR,POR,1,0,2,3,PRT,122630089680.27,10063945.0,92120.0,25.532438260027835,16.124469792883577,12185.091401062904,0.2980938389468543,0
1996,ROU,ROU,13,10,15,38,ROU,36937074278.3004,22619004.0,238390.0,24.332481606585745,16.93430099585258,1633.0106435411744,1.680003239753616,0
1996,RSA,RSA,3,1,1,5,ZAF,163234925380.563,45123018.0,1219090.0,25.818456260138294,17.62490305121503,3617.553360029309,0.11080819106558874,0
1996,RUS,RUS,36,45,34,115,RUS,391724890744.498,148160129.0,17098240.0,26.693825621028164,18.81380419954211,2643.929195988335,0.7761872291566377,0
1996,SCG,SCG,1,12,13,26,SRB,23277430167.5978,7622185.0,88360.0,23.87075006572666,15.846573631966047,3053.9051686095,3.4110953748826613,0
1996,SLO,SLO,0,2,0,2,SVN,21470699362.6062,1988628.0,20270.0,23.78995502225191,14.502955511686451,10796.739944628256,1.0057185154790138,0
1996,SUI,Switzerland,5,6,0,11,CHE,340103959546.926,7071850.0,41290.7,26.552517171193838,15.771632672667433,48092.64330365124,1.5554628562540214,0
1996,SVK,SVK,1,1,1,3,SVK,28197790874.5247,5373361.0,49030.0,24.062509474039103,15.496964155244767,5247.700810447074,0.5583097804149023,0
1996,SWE,SWE,3,23,5,31,SWE,291949597375.485,8840998.0,447420.11,26.399847012587784,15.994910324169162,33022.24447686619,3.5063914729988626,0
1996,SYR,SYR,1,0,0,1,SYR,13789560878.2435,15018104.0,185180.0,23.347177684752474,16.524766964641294,918.1958573627869,0.06658630143991545,0
1996,THA,THA,1,0,1,2,THA,183035237429.281,59920064.0,513120.0,25.932944525510006,17.908521965263457,3054.6569080647346,0.033377801465632614,0
1996,TTO,TTO,0,0,2,2,TTO,5759570336.11287,1300928.0,5130.0,22.47412871444706,14.078588413918634,4427.278324482884,1.537364097013824,0
1996,TUN,TUN,0,0,1,1,TUN,19587161806.7655,9294432.0,163610.0,23.698140178711302,16.04492606914786,2107.4081564925646,0.10759129767155218,0
1996,TUR,TUR,4,1,1,6,TUR,250366965174.129,61951134.0,785350.0,26.246193539250726,17.941856470956637,4041.3621028168586,0.09685052738501929,0
1996,UGA,UGA,0,0,1,1,UGA,6044585326.938,21231550.0,241550.0,22.522428720965944,16.870998840906008,284.6982592857328,0.047099717166198415,0
1996,UKR,UKR,10,5,19,34,UKR,44558831005.0621,51226109.0,603550.0,24.520076198044077,17.751759901440053,869.846097525426,0.6637240396298693,0
1996,USA,United States,159,48,52,259,USA,8073122000000.0,269394000.0,9629090.0,29.719561388329307,19.411685549977598,29967.712718174866,0.9614171065428332,1
1996,UZB,UZB,0,1,1,2,UZB,13948892215.5689,23351981.0,447400.0,23.35866593099023,16.96619237788095,597.3322869511113,0.08564583878344197,0
1996,ZAM,ZAM,0,1,0,1,ZMB,3597220962.00017,9004053.0,752610.0,22.003427429297833,16.013185367264203,399.5113047424499,0.11106109659727681,0
2000,ARG,ARG,0,17,3,20,ARG,284203750000.0,37213984.0,2780400.0,26.372957247455506,17.432195162583913,7637.014892036284,0.537432380257916,0
2000,ARM,ARM,0,0,1,1,ARM,1911563668.85006,3221100.0,29740.0,21.37118741886414,14.985233474090336,593.4505817422806,0.31045295085529784,0
2000,AUS,Australia,60,69,54,183,AUS,416901962163.479,19028802.0,7741220.0,26.756116928378763,16.761464284058956,21908.996801978337,9.617000586794692,1
2000,AUT,Austria,3,1,0,4,AUT,196181599831.287,8011566.0,83879.0,26.002306596964647,15.896396805553787,24487.29746859565,0.49927816858776425,0
2000,AZE,AZE,2,0,1,3,AZE,5272615722.96892,8048600.0,86600.0,22.385792418482016,15.90100872122664,655.0972495799169,0.3727356310414234,0
2000,BEL,BEL,0,3,4,7,BEL,236792460312.471,10251250.0,30528.0,26.190449899552704,16.142910207332758,23098.88650774013,0.6828435556639435,0
2000,BLR,BLR,3,8,11,22,BLR,12736856827.9847,9979610.0,207600.0,23.267765739852145,16.116054569367762,1276.2880340999998,2.204494965234112,0
2000,BRA,BRA,0,12,36,48,BRA,655448188259.351,174018282.0,8515770.0,27.208585095469164,18.974670920624963,3766.5478633983466,0.2758330874683615,0
2000,BUL,BUL,5,6,2,13,BGR,13245990274.4581,8170172.0,110990.0,23.306960722784115,15.916000519246161,1621.2621073899177,1.5911537725276774,0
2000,CAN,CAN,4,4,23,31,CAN,744773415931.587,30685730.0,15640500.0,27.33634586937697,17.239308283647823,24271.002056382138,1.010241568312046,0
2000,CHI,CHI,0,0,17,17,CHL,78339750721.364,15503635.0,756096.0,25.084320983169384,16.556585070523898,5052.992457663251,1.096517042616135,0
2000,CHN,CHN,39,23,17,79,CHN,1223754919971.05,1262645000.0,9562920.0,27.832945051188403,20.95647456400401,969.1995136962884,0.06256707150465887,0
2000,CMR,CMR,18,0,0,18,CMR,10566579294.9831,14912631.0,475440.0,23.080961960513765,16.517719129926423,708.5657316259686,1.2070304696736611,0
2000,COL,COL,1,0,0,1,COL,99875074951.0278,39089934.0,1141750.0,25.327185991480906,17.481375549356354,2555.00751039968,0.02558203347183958,0
2000,CRO,CRO,1,0,9,10,HRV,22134411297.473,4468302.0,56540.0,23.82039930677381,15.31251902865066,4953.65158789021,2.237986599831435,0
2000,CUB,CUB,18,35,12,65,CUB,30565400000.0,11109109.0,109890.0,24.14313448720553,16.22327596037998,2751.381771481403,5.851054301474583,0
2000,CZE,CZE,2,3,4,9,CZE,62175642238.0847,10255063.0,78870.0,24.853229156105403,16.14328209281446,6062.921528427929,0.8776152813493198,0
2000,DEN,Denmark,18,3,4,25,DNK,164043817223.59,5339616.0,42920.0,25.823399407277495,15.490664298238363,30722.025183756657,4.681984622115149,0
2000,ESP,ESP,3,19,20,42,ESP,598102854756.08,40567864.0,505000.0,27.117028574026964,17.518486784055394,14743.267103145483,1.0353022283845164,0
2000,EST,EST,1,0,2,3,EST,5686579747.53524,1396985.0,45230.0,22.461374805500856,14.149826900887252,4070.609024102077,2.1474818985171638,0
2000,ETH,ETH,4,1,3,8,ETH,8242349617.8638,67411494.0,1104300.0,22.83255128801989,18.026326095467873,122.26920260606893,0.11867412402994658,0
2000,FIN,FIN,3,1,1,5,FIN,125967821110.589,5176209.0,338150.0,25.55929232326962,15.459583493018465,24335.922508265994,0.965957904713662,0
2000,FRA,France,22,30,14,66,FRA,1360959069477.49,60918661.0,549087.0,27.939210765286347,17.925050106104244,22340.593951621653,1.0834118629101188,0
2000,GBR,United Kingdom,22,20,12,54,GBR,1671597821152.97,58892514.0,243610.0,28.144801064069316,17.891224543770143,28383.876109499586,0.9169246875757417,0
2000,GEO,GEO,0,0,6,6,GEO,3057475335.18846,4077131.0,69700.0,21.84085535850646,15.220904112754404,749.9085349939602,1.4716230604314653,0
2000,GER,Germany,31,23,64,118,DEU,1966980701145.1,82211508.0,357030.0,28.307520843973204,18.224805850227323,23925.855990199085,1.4353221692515359,0
2000,GRE,Greece,4,6,8,18,GRC,125760166224.805,10805808.0,131960.0,25.55764248738856,16.19559432532158,11638.201069721486,1.665770852119527,0
2000,HUN,Hungary,25,24,4,53,HUN,47275954428.9586,10210971.0,93030.0,24.579267640159877,16.138973288459212,4629.917608125476,5.190495595374818,0
2000,INA,INA,2,4,2,8,IDN,165021012077.81,216077790.0,1910930.0,25.82933864866531,19.191149039702886,763.7111249509262,0.03702370336164582,0
2000,IND,IND,0,0,1,1,IND,468395521654.458,1057922733.0,3287260.0,26.872578907681607,20.779573136524686,442.75021893726336,0.0009452486167531859,0
2000,IRI,IRI,3,0,1,4,IRN,109591707802.216,66418659.0,1745150.0,25.420027549859153,18.011488584007164,1650.0138583378505,0.060224040355888554,0
2000,IRL,IRL,0,1,0,1,IRL,100207610429.909,3805174.0,70280.0,25.33050997510724,15.151872277535919,26334.567205050018,0.2628000716918596,0
2000,ISL,ISL,0,0,1,1,ISL,9140168922.35677,281205.0,103000.0,22.935944703899978,12.546839219699402,32503.578963235967,3.5561245354812328,0
